x, y, z, size 
-5.614996, -123.453026, 424.599884, 1.108943, 521.777283 
-69.150574, 109.853523, 401.668396, 1.553229, 50001.425781 
61.990978, 98.099998, 200.758957, 1.689392, 564.302185 
45.298149, -112.730804, 417.860474, 1.928857, 599.738708 
70.069611, -56.792656, 346.362518, 1.602917, 488.467346 
88.511711, 55.365044, 229.342987, 1.405816, 756.777344 
-62.760231, -68.632690, 193.219757, 1.317899, 737.663269 
75.640800, -89.582909, 227.687027, 1.692924, 499.577606 
-83.504189, -10.403142, 203.662109, 1.255917, 463.600006 
67.105392, -140.886261, 353.514526, 1.143485, 660.644409 
-90.997055, -75.550194, 341.651672, 1.358274, 852.598389 
40.695980, -32.507076, 397.983124, 1.781912, 503.073608 
105.825874, 88.034599, 339.302856, 1.514513, 666.198059 
40.129562, -22.633392, 391.983643, 1.526698, 369.600006 
89.780624, -50.582771, 430.725037, 1.364397, 584.797302 
106.259293, -0.494719, 328.810486, 1.924482, 50001.460938 
22.069477, -48.606396, 207.532944, 1.553335, 701.290344 
-55.839584, -24.630596, 285.096069, 1.474574, 444.626556 
-110.113792, 111.355682, 395.597626, 1.097524, 859.155823 
-0.166738, 9.841785, 423.233093, 1.332799, 395.600006 
51.652233, -137.478348, 225.937912, 1.865862, 457.563751 
58.863636, -47.420097, 318.143127, 1.009849, 675.064148 
-71.313896, 31.209078, 336.377930, 1.644604, 457.274292 
-32.318943, -126.731537, 327.774231, 1.684184, 834.396606 
-37.878403, 24.343784, 255.524475, 1.411093, 663.795776 
81.024872, 80.783592, 292.326202, 1.378315, 469.473114 
-113.159653, 18.481268, 417.563507, 1.225526, 497.833374 
-130.717377, -83.341148, 373.586548, 1.095609, 836.799988 
45.587360, 71.438690, 269.834351, 1.259289, 712.244934 
115.251221, 158.718521, 430.920441, 1.140176, 592.679199 
39.915615, 31.170780, 359.045166, 1.148976, 663.163086 
-32.877583, 14.624363, 373.016693, 1.180497, 609.500305 
-23.919577, 130.756210, 416.854797, 1.006132, 1506.393188 
-14.360474, -26.517899, 193.351562, 1.164327, 728.848694 
55.958904, 46.537407, 134.451416, 1.764323, 289.860840 
-35.653214, -61.485504, 147.787384, 1.016303, 754.484131 
93.656418, -82.569778, 305.969849, 1.057776, 563.712219 
-76.553299, -12.605419, 344.547424, 1.476832, 1195.003174 
146.215378, 99.283821, 259.928528, 1.849220, 763.998169 
101.399353, -29.862194, 420.725342, 1.628870, 530.993164 
-83.455215, 81.734604, 250.107986, 1.624543, 50001.523438 
-71.925270, -45.157745, 327.356201, 1.015837, 341.641205 
-40.956036, -128.698425, 252.841537, 1.846288, 50001.527344 
13.372900, 82.557785, 405.718079, 1.865924, 681.620056 
101.019196, -67.167480, 317.383789, 1.850581, 589.481873 
-19.698727, 72.709435, 333.464935, 1.210827, 895.288574 
74.044052, 130.023117, 406.903503, 1.348291, 314.670258 
117.582924, 146.890366, 364.967896, 1.093436, 1032.137695 
-50.427094, -102.394287, 381.378143, 1.884224, 1116.155151 
